ID,Time(s),HeartRate(1/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),OxygenSaturation,CarbonDioxideSaturation,CoreTemperature(degC),CardiacOutput(L/min),HemoglobinContent(g),CentralVenousPressure(mmHg),Hematocrit,ArterialBloodPH,WhiteBloodCellCount(ct/uL),Bicarbonate-BloodConcentration(mg/dL),Creatinine-BloodConcentration(mg/dL),Lactate-BloodConcentration(mg/dL)
20,237605.3,103.45,54.3,65,43.3,21.58,0.979,0.036,37.4,4.55,750,2.97,1,7.502901,11763.19,179.56,0,19.54
20,238505.32,103.45,54.2,65,43.2,21.58,0.979,0.036,37.4,4.54,750,2.97,1,7.506061,11775.55,179.57,0,19.48
20,239405.34,103.45,54.1,65,43.1,21.58,0.979,0.036,37.4,4.54,750,2.97,1,7.505261,11786.68,179.57,0,19.43
20,240305.36,103.45,54,64,43,21.58,0.979,0.036,37.4,4.54,750,2.98,1,7.502726,11796.79,179.6,0,19.39
20,241205.38,103.45,54,64,43,21.58,0.979,0.036,37.4,4.54,750,2.98,1,7.507027,11806.02,179.6,0,19.34
20,242105.4,103.45,53.9,64,42.9,21.58,0.979,0.036,37.4,4.53,750,2.98,1,7.515391,11814.57,179.55,0,19.3
20,243005.42,103.45,53.8,64,42.9,21.58,0.978,0.036,37.4,4.53,750,2.98,1,7.515004,11822.52,179.56,0,19.26
20,243905.44,103.45,53.8,64,42.8,21.43,0.978,0.036,37.4,4.53,750,2.99,1,7.513653,11829.95,179.56,0,19.23
20,244805.46,103.45,53.7,64,42.7,21.43,0.978,0.036,37.4,4.53,750,2.99,1,7.514258,11836.96,179.57,0,19.19
20,245705.48,103.45,53.9,64,42.9,21.58,0.979,0.036,37.4,4.55,750,3.01,1,7.509172,11790.86,179.86,0,19.12
20,246605.5,103.45,54.3,65,43.2,21.58,0.979,0.036,37.4,4.58,750,3.03,1,7.50641,11717.61,180.38,0,19.11
20,247505.52,103.45,54.3,65,43.2,21.58,0.979,0.037,37.4,4.58,750,3.04,1,7.516169,11709.8,180.65,0,19.08
20,248405.54,103.45,54.2,65,43.1,21.58,0.979,0.036,37.4,4.58,750,3.04,1,7.508375,11732.6,180.87,0,19.05
20,249305.56,103.45,54,64,42.9,21.58,0.979,0.037,37.4,4.56,750,3.03,1,7.510954,11768,181.02,0,19.02
20,250205.58,103.45,53.8,64,42.7,21.58,0.979,0.037,37.4,4.55,750,3.03,1,7.514475,11806.86,181.09,0,18.98
20,251105.6,103.45,53.6,64,42.6,21.58,0.979,0.037,37.4,4.53,750,3.02,1,7.507958,11844.71,181.18,0,18.95
20,252005.62,103.45,53.4,64,42.4,21.74,0.979,0.037,37.4,4.52,750,3,1,7.509192,11879.54,181.25,0,18.93
20,252905.64,103.45,53.2,64,42.3,21.58,0.979,0.036,37.4,4.51,750,2.98,1,7.50651,11910.62,181.3,0,18.9
20,253805.66,103.45,53.1,63,42.2,21.58,0.979,0.037,37.4,4.5,750,2.97,1,7.508973,11937.9,181.33,0,18.88
20,254705.68,103.45,52.9,63,42.1,21.74,0.979,0.037,37.4,4.49,750,2.96,1,7.511868,11961.63,181.35,0,18.86
20,255605.7,103.45,52.8,63,42,21.74,0.979,0.037,37.4,4.48,751,2.95,1,7.512206,11982.18,181.36,0,18.84
20,256505.72,103.45,52.7,63,41.9,21.74,0.979,0.037,37.4,4.47,751,2.94,1,7.512496,11999.95,181.37,0,18.82
20,257405.74,103.45,52.7,63,41.8,21.74,0.979,0.037,37.4,4.47,751,2.93,1,7.510058,12015.32,181.38,0,18.8
20,258305.76,103.45,52.6,63,41.8,21.74,0.979,0.037,37.4,4.46,751,2.92,1,7.508361,12028.65,181.4,0,18.79
20,259205.78,103.45,52.5,63,41.7,21.74,0.979,0.037,37.4,4.46,751,2.91,1,7.511048,12040.24,181.4,0,18.78
21,0.02,103.45,91.3,113,67.4,16.95,0.979,0.029,37,7.62,929,4.17,0,7.425759,7001.77,159.12,1.11,7.97
21,900.04,103.45,91.5,113,67.5,16.85,0.979,0.029,37.1,7.66,929,4.2,0,7.433032,6962.4,159.55,1.06,8.29
21,1800.06,100,90.9,114,66.2,16.85,0.979,0.03,37.2,7.64,929,4.22,0,7.436653,6866.81,160.56,1.02,8.62
21,2700.08,100,92,115,67,16.85,0.979,0.03,37.3,7.8,929,4.26,0,7.437451,6806.08,161.23,0.99,8.96
21,3600.1,100,92.1,115,67.1,16.85,0.979,0.03,37.3,7.83,929,4.35,0,7.437673,6771.87,161.63,0.95,9.29
21,4500.12,100,92.1,115,67.1,16.95,0.979,0.03,37.4,7.84,929,4.3,0,7.438711,6753.36,161.87,0.92,9.62
21,5400.14,100,92.2,115,67.1,16.95,0.979,0.03,37.5,7.85,929,4.35,0,7.438685,6744.37,162.02,0.89,9.93
21,6300.16,100,92.2,115,67.1,17.05,0.979,0.03,37.5,7.85,929,4.37,0,7.43925,6741.3,162.1,0.86,10.22
21,7200.18,100,92.2,115,67.1,17.14,0.979,0.03,37.6,7.85,929,4.3,0,7.440042,6742.08,162.13,0.83,10.51
21,8100.2,96.77,91.6,115,65.9,17.34,0.979,0.03,37.6,7.76,929,4.33,0,7.436886,6709.81,162.52,0.8,10.76
21,9000.22,96.77,92.6,116,66.4,17.54,0.979,0.03,37.7,7.96,929,4.45,0,7.436091,6629.08,163.39,0.78,11
21,9900.24,96.77,92.7,116,66.5,17.86,0.979,0.03,37.7,8.01,929,4.51,0,7.444223,6586.61,163.83,0.75,11.25
21,10800.26,96.77,93.6,118,67.1,18.18,0.979,0.03,37.7,8.12,929,4.43,0,7.440624,6570.18,164.09,0.73,11.5
21,11700.28,93.75,92.3,117,65.6,18.63,0.979,0.03,37.8,7.96,929,4.52,0,7.444254,6569.51,164.14,0.71,11.75
21,12600.3,96.77,93.4,117,67,19.11,0.979,0.03,37.8,8.09,929,4.5,0,7.449002,6578.73,164.12,0.68,12
21,13500.32,96.77,92.7,116,66.5,19.61,0.979,0.03,37.8,8,929,4.51,0,7.443142,6594.52,164.09,0.66,12.25
21,14400.34,96.77,92.6,116,66.5,20.13,0.979,0.03,37.8,7.98,929,4.41,0,7.450816,6614.32,163.94,0.64,12.52
21,15300.36,96.77,92.5,116,66.4,20.55,0.978,0.03,37.8,7.96,929,4.4,0,7.452329,6636.31,163.83,0.62,12.81
21,16200.38,96.77,92.4,116,66.4,20.98,0.978,0.03,37.9,7.93,929,4.43,0,7.446327,6659.61,163.75,0.6,13.11
21,17100.4,96.77,92.4,116,66.4,21.43,0.978,0.03,37.9,7.9,929,4.37,0,7.447997,6683.63,163.6,0.58,13.42
21,18000.42,96.77,91.6,115,65.9,21.9,0.978,0.03,37.9,7.81,929,4.35,0,7.45267,6708.16,163.45,0.56,13.75
21,18900.44,100,92.2,115,67.1,22.22,0.978,0.031,37.9,7.86,929,4.37,0,7.456644,6734.19,163.31,0.55,14.1
21,19800.46,100,92.1,115,67.1,22.56,0.977,0.03,37.9,7.84,929,4.28,0,7.45706,6760.06,163.18,0.53,14.46
21,20700.48,100,92,115,67,22.73,0.977,0.03,37.9,7.82,929,4.33,0,7.455486,6785.16,163.07,0.51,14.82
21,21600.5,100,92,115,66.9,23.08,0.977,0.03,37.9,7.8,929,4.27,0,7.455198,6809.5,162.96,0.5,15.19
21,22500.52,100,91.9,115,66.8,23.26,0.977,0.03,37.9,7.77,929,4.21,0,7.446796,6833.16,162.93,0.48,15.56
21,23400.54,100,91.8,115,66.8,23.44,0.977,0.03,37.9,7.75,929,4.27,0,7.448588,6856.21,162.82,0.46,15.94
21,24300.56,103.45,91.7,114,67.7,23.81,0.977,0.03,37.9,7.74,929,4.2,0,7.45153,6880.12,162.72,0.45,16.31
21,25200.58,103.45,91.7,113,67.6,23.81,0.976,0.03,37.9,7.72,929,4.18,0,7.455595,6904.23,162.57,0.44,16.7
21,26100.6,103.45,91.6,113,67.6,24,0.976,0.031,37.9,7.7,929,4.16,0,7.463097,6929.85,162.4,0.43,17.08
21,27000.62,103.45,91.5,113,67.5,24,0.975,0.031,37.9,7.67,929,4.14,0,7.463427,6956.97,162.27,0.41,17.44
21,27900.64,103.45,91.4,113,67.4,24.19,0.975,0.031,37.9,7.64,929,4.13,0,7.46406,6983.88,162.16,0.4,17.79
21,28800.66,107.14,92,113,68.8,24.39,0.975,0.031,37.9,7.74,929,4.14,0,7.465578,7010.29,162.05,0.39,18.14
21,29700.68,107.14,91.3,112,68.3,24.59,0.976,0.03,37.9,7.62,929,4.1,0,7.453168,7019.46,162.26,0.38,18.47
21,30600.7,103.45,90.8,112,67,24.59,0.976,0.03,37.9,7.55,929,4.11,0,7.454755,7005.9,162.55,0.36,18.77
21,31500.72,107.14,92.4,113,69,24.79,0.976,0.03,37.9,7.79,929,4.16,0,7.451474,7003.42,162.76,0.35,19.08
21,32400.74,103.45,91.2,113,67.3,24.79,0.976,0.03,37.9,7.55,929,4.08,0,7.451944,7006.7,162.91,0.34,19.42
21,33300.76,103.45,91.2,113,67.3,25,0.976,0.03,37.9,7.43,929,4.08,0,7.455508,7016.53,162.99,0.33,19.74
21,34200.78,107.14,91.3,112,68.3,25,0.976,0.03,37.9,7.6,929,4.15,0,7.454707,7032.11,163.03,0.32,20.05
21,35100.8,107.14,91.2,112,68.3,25,0.976,0.03,37.9,7.58,929,4.09,0,7.454284,7051.12,163.05,0.31,20.35
21,36000.82,107.14,91.1,112,68.2,25,0.976,0.03,37.9,7.56,929,4.05,0,7.453917,7071.99,163.04,0.3,20.64
21,36900.84,107.14,91.1,112,68.2,25.21,0.976,0.03,37.9,7.55,929,4.08,0,7.455294,7093.99,163.02,0.29,20.92
21,37800.86,107.14,91,112,68.1,25.21,0.976,0.03,37.9,7.53,929,4.07,0,7.454963,7116.58,163,0.28,21.2
21,38700.88,107.14,90.9,112,68,25.21,0.976,0.03,37.9,7.51,929,4,0,7.454678,7139.46,162.97,0.27,21.46
21,39600.9,107.14,90.8,112,68,25.42,0.976,0.03,37.9,7.49,929,3.96,0,7.455497,7162.42,162.94,0.26,21.72
21,40500.92,107.14,90.8,112,67.9,25.42,0.976,0.03,37.9,7.47,929,3.98,0,7.455124,7185.31,162.91,0.25,21.97
21,41400.94,111.11,90.7,111,68.8,25.42,0.976,0.03,37.9,7.46,929,3.96,0,7.455141,7209.75,162.87,0.25,22.21
21,42300.96,111.11,90.6,111,68.7,25.42,0.976,0.03,37.9,7.44,929,3.97,0,7.454776,7234.2,162.83,0.24,22.44
21,43200.98,111.11,90.5,110,68.6,25.42,0.976,0.03,37.9,7.42,929,3.98,0,7.454572,7258.01,162.79,0.23,22.67
21,44101,111.11,90.5,110,68.6,25.42,0.976,0.03,37.9,7.39,929,3.95,0,7.454935,7281.35,162.75,0.22,22.89
21,45001.02,111.11,90.4,110,68.6,25.64,0.976,0.03,37.9,7.37,929,3.89,0,7.45626,7304.28,162.72,0.22,23.1
21,45901.04,111.11,90.3,110,68.5,25.64,0.975,0.03,37.9,7.35,929,3.85,0,7.45661,7326.85,162.69,0.21,23.31
21,46801.06,111.11,90.2,110,68.4,25.64,0.975,0.031,37.9,7.34,929,3.86,0,7.463034,7350.5,162.58,0.21,23.54
21,47701.08,115.38,90.1,109,69.3,25.42,0.975,0.031,37.9,7.33,929,3.87,0,7.467427,7378.94,162.46,0.2,23.73
21,48601.1,115.38,90,109,69.3,25.42,0.974,0.031,37.9,7.3,929,3.9,0,7.466691,7409.07,162.37,0.19,23.9
21,49501.12,115.38,89.9,109,69.2,25.64,0.975,0.031,37.9,7.28,929,3.83,0,7.468488,7438.05,162.3,0.19,24.07
21,50401.14,115.38,89.9,109,69.1,25.64,0.974,0.031,37.9,7.25,929,3.78,0,7.468174,7465.71,162.24,0.18,24.24
21,51301.16,115.38,89.9,109,69.2,25.86,0.976,0.03,37.9,7.24,929,3.83,0,7.457701,7470.2,162.52,0.18,24.26
21,52201.18,115.38,90,109,69.3,25.86,0.975,0.03,37.9,7.25,929,3.84,0,7.458803,7444.87,162.91,0.17,24.5
21,53101.2,115.38,90,109,69.3,25.86,0.975,0.031,37.9,7.25,929,3.8,0,7.458439,7436.04,163.19,0.16,24.69
21,54001.22,115.38,90,109,69.3,25.86,0.975,0.031,37.9,7.25,929,3.83,0,7.458519,7438.73,163.38,0.16,24.85
21,54901.24,115.38,90,109,69.3,25.86,0.975,0.031,37.9,7.24,929,3.85,0,7.458573,7449.12,163.5,0.15,25.01
21,55801.26,115.38,89.9,109,69.3,25.86,0.975,0.031,37.9,7.23,929,3.79,0,7.458557,7464.69,163.58,0.15,25.16
21,56701.28,115.38,89.8,109,69.2,25.86,0.975,0.031,37.9,7.21,929,3.77,0,7.458485,7483.71,163.63,0.15,25.31
21,57601.3,115.38,89.8,109,69.2,25.86,0.975,0.031,37.9,7.2,929,3.81,0,7.458397,7504.94,163.66,0.14,25.45
21,58501.32,115.38,89.7,109,69.1,25.86,0.975,0.031,37.9,7.18,929,3.76,0,7.458326,7527.52,163.67,0.14,25.58
21,59401.34,115.38,89.6,109,69,25.86,0.975,0.031,37.9,7.16,929,3.7,0,7.458293,7550.9,163.67,0.13,25.71
21,60301.36,115.38,89.6,109,69,26.09,0.976,0.031,37.9,7.14,929,3.73,0,7.459971,7574.68,163.67,0.13,25.84
21,61201.38,120,89.5,107,69.8,26.09,0.975,0.031,37.9,7.13,929,3.77,0,7.459519,7600.31,163.65,0.13,25.96
21,62101.4,120,89.4,107,69.7,26.09,0.975,0.031,37.9,7.11,929,3.73,1,7.459273,7626.33,163.63,0.12,26.07
21,63001.42,120,89.3,107,69.6,26.09,0.975,0.031,37.9,7.09,929,3.68,1,7.459138,7651.62,163.61,0.12,26.18
21,63901.44,120,89.2,107,69.6,26.09,0.975,0.031,37.9,7.07,929,3.64,1,7.458915,7676.26,163.6,0.12,26.29
21,64801.46,120,89.1,107,69.5,26.09,0.975,0.031,37.9,7.05,929,3.64,1,7.458816,7700.44,163.58,0.11,26.4
21,65701.48,120,89.1,107,69.5,26.09,0.975,0.031,37.9,7.03,929,3.67,1,7.458837,7724.21,163.57,0.11,26.5
21,66601.5,120,89,107,69.4,26.09,0.975,0.031,37.9,7.01,929,3.65,1,7.458553,7747.53,163.55,0.11,26.6
21,67501.52,120,88.9,107,69.4,26.09,0.975,0.031,37.9,6.99,929,3.6,1,7.458492,7770.32,163.54,0.1,26.69
21,68401.54,120,88.7,107,69.2,26.09,0.975,0.031,37.9,6.77,929,3.6,1,7.458653,7792.92,163.53,0.1,26.79
21,69301.56,125,88.8,106,70.2,25.86,0.974,0.031,37.9,6.97,929,3.57,1,7.469343,7817.18,163.37,0.1,26.88
21,70201.58,125,88.7,106,70.2,26.09,0.974,0.031,37.9,6.96,929,3.55,1,7.471673,7840.8,163.35,0.09,26.97
21,71101.6,125,88.7,106,70.1,26.09,0.974,0.031,37.9,6.94,929,3.54,1,7.471765,7863.61,163.33,0.09,27.05
21,72001.62,125,88.6,106,70.1,26.09,0.974,0.031,37.9,6.92,929,3.53,1,7.471845,7885.76,163.32,0.09,27.14
21,72901.64,125,88.6,106,70.1,26.09,0.975,0.031,37.9,6.91,929,3.54,1,7.465377,7884.93,163.59,0.09,27.16
21,73801.66,125,88.8,106,70.3,26.09,0.975,0.031,37.9,6.95,929,3.58,1,7.461268,7831.44,164.26,0.08,27.24
21,74701.68,125,88.8,106,70.3,26.09,0.975,0.031,37.9,6.96,929,3.6,1,7.461759,7809.48,164.67,0.08,27.34
21,75601.7,125,88.8,106,70.3,26.32,0.975,0.031,37.9,6.96,929,3.61,1,7.464769,7809.63,164.91,0.08,27.42
21,76501.72,125,88.8,106,70.3,26.32,0.975,0.031,37.9,6.96,929,3.6,1,7.464415,7823.09,165.05,0.08,27.49
21,77401.74,125,88.7,106,70.2,26.32,0.975,0.031,37.9,6.94,929,3.59,1,7.464316,7844.59,165.13,0.07,27.56
21,78301.76,125,88.6,106,70.2,26.32,0.975,0.031,37.9,6.92,929,3.58,1,7.464306,7870.87,165.16,0.07,27.63
21,79201.78,125,88.5,106,70.1,26.32,0.975,0.031,37.9,6.9,929,3.57,1,7.464286,7899.86,165.16,0.07,27.69
21,80101.8,125,88.4,105,70,26.32,0.975,0.031,37.9,6.88,929,3.55,1,7.464065,7930.21,165.15,0.07,27.75
21,81001.82,125,88.3,105,69.9,26.32,0.975,0.031,37.9,6.86,929,3.54,1,7.463833,7961.06,165.13,0.07,27.81
21,81901.84,125,88.2,105,69.8,26.32,0.975,0.031,37.9,6.83,929,3.52,1,7.463779,7991.72,165.1,0.06,27.86
21,82801.86,125,88.1,105,69.7,26.32,0.975,0.031,37.9,6.81,929,3.5,1,7.463692,8021.85,165.07,0.06,27.92
21,83701.88,130.43,88,104,70.6,26.32,0.975,0.031,37.9,6.8,929,3.45,1,7.463661,8053.45,165.02,0.06,27.97
21,84601.9,130.43,87.9,104,70.5,26.32,0.975,0.031,37.9,6.78,929,3.43,1,7.463423,8084.45,164.98,0.06,28.03
21,85501.92,130.43,87.8,104,70.4,26.32,0.975,0.031,37.9,6.75,929,3.42,1,7.463378,8114.03,164.95,0.06,28.08
21,86401.94,130.43,87.7,104,70.2,26.32,0.975,0.031,37.9,6.73,929,3.4,1,7.463166,8142.3,164.91,0.06,28.12
21,87301.96,130.43,87.6,104,70.1,26.32,0.975,0.031,37.9,6.71,929,3.39,1,7.462912,8169.36,164.89,0.05,28.17
21,88201.98,130.43,87.5,104,70.1,26.32,0.975,0.031,37.9,6.69,929,3.38,1,7.462772,8195.35,164.86,0.05,28.22
21,89102,130.43,87.5,104,70,26.32,0.975,0.031,37.9,6.68,929,3.37,1,7.46313,8220.47,164.83,0.05,28.27
21,90002.02,130.43,87.4,104,70,26.55,0.975,0.031,37.9,6.66,929,3.36,1,7.464609,8244.82,164.81,0.05,28.32
21,90902.04,130.43,87.3,104,69.9,26.32,0.974,0.031,37.9,6.65,929,3.35,1,7.475087,8268.46,164.66,0.05,28.36
21,91802.06,136.36,87.3,102,70.8,26.32,0.974,0.031,38,6.65,929,3.34,1,7.475856,8293.53,164.63,0.05,28.41
21,92702.08,136.36,87.2,102,70.8,26.32,0.974,0.031,38,6.63,929,3.37,1,7.475776,8318.67,164.6,0.05,28.45
21,93602.1,136.36,87.1,102,70.7,26.32,0.974,0.031,38,6.61,929,3.3,1,7.475828,8342.74,164.58,0.04,28.5
21,94502.12,136.36,87.2,102,70.8,26.55,0.975,0.031,38,6.61,929,3.35,1,7.472105,8339.52,164.84,0.04,28.48
21,95402.14,130.43,87.4,104,70,26.55,0.975,0.031,38,6.63,929,3.36,1,7.466825,8275.69,165.56,0.04,28.53
21,96302.16,130.43,87.4,104,70,26.55,0.975,0.031,38,6.65,929,3.37,1,7.46789,8247.36,166,0.04,28.59
21,97202.18,130.43,87.4,104,70,26.55,0.975,0.031,38,6.65,929,3.36,1,7.468216,8245.52,166.25,0.04,28.64
21,98102.2,130.43,87.4,104,70,26.55,0.975,0.032,38,6.65,929,3.34,1,7.468379,8259.48,166.39,0.04,28.68
21,99002.22,130.43,87.3,104,69.9,26.55,0.975,0.032,38,6.63,929,3.32,1,7.468287,8282.87,166.46,0.04,28.72
21,99902.24,136.36,87.2,102,70.8,26.55,0.975,0.032,38,6.62,929,3.34,1,7.468374,8314.17,166.48,0.04,28.76
21,100802.26,136.36,87.1,102,70.7,26.55,0.975,0.032,38,6.6,929,3.33,1,7.468211,8348.64,166.46,0.04,28.79
21,101702.28,136.36,87,102,70.6,26.55,0.975,0.032,38,6.58,929,3.28,1,7.469974,8383.98,166.43,0.04,28.83
21,102602.3,136.36,86.9,102,70.5,26.79,0.975,0.032,38,6.56,929,3.31,1,7.468662,8419.33,166.4,0.03,28.86
21,103502.32,136.36,86.8,102,70.4,26.79,0.975,0.032,38,6.53,929,3.24,1,7.46873,8454.15,166.36,0.03,28.89
21,104402.34,136.36,86.6,102,70.3,26.79,0.975,0.031,38,6.51,929,3.27,1,7.4684,8488.15,166.31,0.03,28.92
21,105302.36,136.36,86.5,102,70.2,26.79,0.975,0.031,38,6.49,929,3.22,1,7.468401,8521.1,166.27,0.03,28.95
21,106202.38,136.36,86.4,102,70.1,26.79,0.975,0.031,38,6.47,929,3.21,1,7.468267,8552.84,166.23,0.03,28.98
21,107102.4,142.86,86.3,101,70.9,26.79,0.975,0.031,38,6.46,929,3.21,1,7.468373,8586.17,166.18,0.03,29.02
21,108002.42,142.86,86.2,101,70.8,26.79,0.975,0.031,38,6.44,929,3.25,1,7.46802,8618.2,166.14,0.03,29.05
21,108902.44,142.86,86,100,70.7,26.79,0.975,0.031,38,6.42,929,3.18,1,7.467712,8648.5,166.1,0.03,29.08
21,109802.46,142.86,85.9,100,70.5,26.79,0.975,0.031,38,6.41,929,3.22,1,7.46753,8677.29,166.06,0.03,29.11
21,110702.48,142.86,85.8,100,70.4,26.79,0.975,0.031,38,6.4,929,3.15,1,7.467468,8704.6,166.03,0.03,29.15
21,111602.5,142.86,85.7,100,70.3,26.79,0.975,0.031,38,6.39,929,3.18,1,7.467882,8730.65,166,0.03,29.18
21,112502.52,142.86,85.6,101,70.1,26.79,0.974,0.032,38,6.38,929,3.12,1,7.479947,8755.53,165.86,0.03,29.22
21,113402.54,142.86,85.5,100,70,26.79,0.974,0.032,38,6.38,929,3.15,1,7.479891,8779.57,165.84,0.02,29.26
21,114302.56,142.86,85.5,100,69.9,26.79,0.974,0.032,38,6.37,929,3.09,1,7.480027,8803.15,165.82,0.02,29.29
21,115202.58,150,85.3,99,70.8,26.79,0.974,0.032,38,6.38,929,3.17,1,7.480583,8827.33,165.79,0.02,29.33
21,116102.6,150,85.3,99,70.7,27.03,0.975,0.032,38,6.38,929,3.17,1,7.478694,8824.61,166.04,0.02,29.32
21,117002.62,142.86,85.4,100,69.8,27.03,0.975,0.032,38,6.4,929,3.12,1,7.469981,8789.86,166.53,0.02,29.37
21,117902.64,142.86,85.4,100,69.8,27.03,0.975,0.032,38,6.42,929,3.14,1,7.471078,8780.96,166.8,0.02,29.42
21,118802.66,142.86,85.4,100,69.7,27.03,0.975,0.032,38,6.42,929,3.13,1,7.471123,8789.13,166.97,0.02,29.46
21,119702.68,150,85.3,99,70.5,27.03,0.975,0.032,38,6.43,929,3.18,1,7.471494,8810.57,167.06,0.02,29.49
21,120602.7,150,85.2,99,70.4,27.03,0.975,0.032,38,6.43,929,3.16,1,7.471338,8839.15,167.1,0.02,29.53
21,121502.72,150,85,99,70.3,27.03,0.975,0.032,38,6.42,929,3.13,1,7.471066,8871.11,167.12,0.02,29.56
21,122402.74,150,84.9,99,70.1,27.03,0.975,0.032,38,6.41,929,3.11,1,7.471036,8904.9,167.12,0.02,29.59
21,123302.76,150,84.7,98,69.9,27.03,0.975,0.032,38,6.4,929,3.09,1,7.470774,8939.49,167.11,0.02,29.62
21,124202.78,150,84.5,98,69.7,27.03,0.975,0.032,38,6.39,929,3.09,1,7.470617,8974.23,167.09,0.02,29.66
21,125102.8,157.89,85,98,71,27.03,0.974,0.032,38,6.72,929,3.09,1,7.469679,9008.69,167.07,0.02,29.69
21,126002.82,157.89,84.1,97,70.2,27.27,0.975,0.032,38,6.38,929,3.14,1,7.472821,9042.96,167.03,0.02,29.72
21,126902.84,157.89,83.9,97,70,27.27,0.975,0.032,38,6.38,929,3.13,1,7.472259,9079.69,167,0.02,29.76
21,127802.86,157.89,83.8,97,69.8,27.27,0.975,0.032,38,6.38,929,3.12,1,7.47193,9114.47,166.97,0.02,29.8
21,128702.88,157.89,83.6,97,69.6,27.27,0.975,0.032,38,6.39,929,3.11,1,7.471635,9147.29,166.95,0.02,29.84
21,129602.9,157.89,83.5,97,69.5,27.27,0.975,0.032,38,6.39,929,3.1,1,7.471401,9178.39,166.93,0.02,29.88
21,130502.92,157.89,83.3,97,69.4,27.27,0.975,0.032,38,6.4,929,3.09,1,7.471152,9208.1,166.91,0.02,29.92
21,131402.94,157.89,83.1,97,69.3,27.27,0.975,0.032,38,6.41,929,3.08,1,7.470925,9236.61,166.9,0.01,29.96
21,132302.96,157.89,83,97,69.3,27.27,0.975,0.032,38,6.42,929,3.07,1,7.470729,9264.1,166.89,0.01,30.01
21,133202.98,157.89,82.8,97,69.2,27.27,0.975,0.032,38,6.43,929,3.05,1,7.470562,9290.7,166.89,0.01,30.05
21,134103,166.67,82.6,96,69.4,27.27,0.974,0.032,38,6.45,929,3.09,1,7.483542,9320.23,166.77,0.01,30.1
21,135003.02,166.67,82.4,95,69.3,27.27,0.974,0.032,38,6.46,929,3.06,1,7.483412,9349.2,166.75,0.01,30.14
21,135903.04,166.67,82.2,95,69.2,27.27,0.974,0.032,38,6.47,929,3.08,1,7.483534,9377.23,166.74,0.01,30.19
21,136803.06,166.67,82,95,69.1,27.27,0.974,0.032,38,6.48,929,3.06,1,7.483496,9404.55,166.74,0.01,30.24
21,137703.08,166.67,81.9,95,69,27.52,0.975,0.032,38,6.5,929,3.09,1,7.472488,9398.24,167.08,0.01,30.22
21,138603.1,166.67,82,95,69,27.52,0.975,0.032,38,6.55,929,3.1,1,7.47358,9358.79,167.54,0.01,30.32
21,139503.12,166.67,81.9,95,69,27.52,0.975,0.032,38,6.59,929,3.12,1,7.474025,9349.64,167.85,0.01,30.38
21,140403.14,166.67,81.7,95,68.9,27.52,0.975,0.032,38,6.61,929,3.13,1,7.47416,9359.77,168.05,0.01,30.44
21,141303.16,166.67,81.5,95,68.7,27.52,0.975,0.032,38,6.63,929,3.13,1,7.474309,9382.05,168.18,0.01,30.5
21,142203.18,166.67,81.2,94,68.6,27.52,0.975,0.032,38,6.63,929,3.14,1,7.474414,9411.92,168.27,0.01,30.56
21,143103.2,176.47,80.8,93,68.6,27.52,0.975,0.032,38,6.64,929,3.2,1,7.474705,9447.71,168.33,0.01,30.61
21,144003.22,176.47,80.6,93,68.5,27.52,0.975,0.032,38,6.67,929,3.19,1,7.474533,9488.36,168.36,0.01,30.66
21,144903.24,176.47,80.4,92,68.3,27.52,0.975,0.032,38,6.7,929,3.18,1,7.474243,9528.51,168.38,0.01,30.72
21,145803.26,176.47,80.1,92,68.2,27.52,0.975,0.032,37.9,6.72,929,3.17,1,7.474035,9567.67,168.39,0.01,30.78
21,146703.28,176.47,79.8,92,67.8,27.78,0.975,0.032,37.9,6.75,929,3.16,1,7.474622,9605.56,168.41,0.01,30.84
21,147603.3,176.47,79.6,92,67.4,27.78,0.975,0.032,37.9,6.77,929,3.15,1,7.475485,9642.06,168.42,0.01,30.9
21,148503.32,176.47,79.3,92,67,27.78,0.975,0.032,37.9,6.79,929,3.13,1,7.475254,9675.46,168.45,0.01,30.97
21,149403.34,176.47,79,92,66.6,27.78,0.976,0.032,37.9,6.82,929,3.12,1,7.475169,9707.27,168.49,0.01,31.04
21,150303.36,187.5,78.6,91,67.1,27.78,0.975,0.032,37.9,6.84,929,3.2,1,7.475814,9738.76,168.52,0.01,31.11
21,151203.38,187.5,78.2,91,66.6,27.78,0.976,0.032,37.9,6.87,929,3.18,1,7.475086,9772.63,168.55,0.01,31.18
21,152103.4,187.5,77.8,90,66.1,27.78,0.976,0.032,37.9,6.89,929,3.17,1,7.475065,9804.25,168.59,0.01,31.25
21,153003.42,187.5,77.5,90,65.6,27.78,0.976,0.032,37.9,6.92,929,3.17,1,7.474811,9834.6,168.62,0.01,31.32
21,153903.44,187.5,77.1,90,65.2,27.78,0.976,0.032,37.9,6.95,929,3.17,1,7.474743,9863.88,168.66,0.01,31.39
21,154803.46,187.5,76.7,89,64.7,27.78,0.976,0.032,37.9,6.98,929,3.19,1,7.478318,9892.08,168.68,0.01,31.46
21,155703.48,187.5,76.3,89,64.2,27.78,0.975,0.033,37.9,7.01,929,3.21,1,7.487166,9918.96,168.65,0.01,31.53
