ID,Time(s),HeartRate(1/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),OxygenSaturation,CarbonDioxideSaturation,CoreTemperature(degC),CardiacOutput(L/min),HemoglobinContent(g),CentralVenousPressure(mmHg),Hematocrit,ArterialBloodPH,WhiteBloodCellCount(ct/uL),Bicarbonate-BloodConcentration(mg/dL),Creatinine-BloodConcentration(mg/dL),Lactate-BloodConcentration(mg/dL)
12,145803.26,115.38,71.3,80,62.4,23.44,0.968,0.031,38.5,3.91,578,2.93,1,7.459888,10842.19,165.75,0,299.16
12,146703.28,115.38,70.8,80,61.9,23.44,0.968,0.031,38.4,3.91,578,2.95,1,7.460268,10876.83,165.86,0,292
12,147603.3,115.38,70.3,79,61.5,23.44,0.968,0.031,38.4,3.92,578,2.99,1,7.460073,10908.21,165.97,0,285.06
12,148503.32,115.38,69.9,79,61.1,23.44,0.968,0.031,38.4,3.93,578,2.95,1,7.460541,10936.83,166.08,0,278.17
12,149403.34,115.38,69.4,78,60.6,23.44,0.968,0.031,38.4,3.94,578,2.94,1,7.460409,10963.19,166.18,0,271.48
12,150303.36,120,68.9,77,60.4,23.44,0.968,0.031,38.3,3.94,578,3.04,1,7.460889,10991.34,166.28,0,263.55
12,151203.38,120,68.4,77,60,23.44,0.969,0.031,38.3,3.95,578,3.02,1,7.460645,11016.91,166.38,0,256.21
12,152103.4,120,68,76,59.6,23.62,0.969,0.031,38.3,3.96,578,3,1,7.46213,11039.9,166.49,0,249.62
12,153003.42,120,67.7,76,59.2,23.62,0.969,0.031,38.2,3.97,578,2.99,1,7.462,11061.17,166.59,0,243.61
12,153903.44,120,67.3,76,58.9,23.62,0.969,0.031,38.2,3.98,578,3.02,1,7.462346,11081.21,166.69,0,238.19
12,154803.46,120,66.9,75,58.5,23.62,0.969,0.031,38.2,3.98,578,3.06,1,7.463703,11100.33,166.79,0,233.46
12,155703.48,120,66.6,75,58.1,23.62,0.969,0.031,38.2,3.99,578,3.04,1,7.462947,11118.71,166.88,0,227.75
12,156603.5,120,66.2,75,57.7,23.62,0.969,0.031,38.2,4,578,3.02,1,7.463343,11136.5,166.98,0,222.35
12,157503.52,120,65.9,74,57.4,23.62,0.97,0.031,38.1,4.01,578,3,1,7.463749,11153.85,167.08,0,217.67
12,158403.54,120,65.6,74,57,23.62,0.97,0.031,38.1,4.02,578,3.03,1,7.463463,11170.81,167.17,0,213.53
12,159303.56,120,65.6,74,57,23.62,0.969,0.032,38.1,4.05,578,3.09,1,7.465822,11118.21,167.66,0,209.36
12,160203.58,120,65.9,74,57.2,23.81,0.97,0.032,38.1,4.09,578,3.12,1,7.469539,11044.8,168.46,0,210.82
12,161103.6,120,65.5,74,56.8,23.81,0.97,0.032,38,4.1,578,3.09,1,7.468998,11063.85,168.91,0,207.42
12,162003.62,120,65,74,56.3,23.81,0.97,0.032,38,4.09,578,3.06,1,7.469599,11116.66,169.18,0,205.5
12,162903.64,120,64.5,73,55.8,23.81,0.97,0.032,38,4.08,578,3.06,1,7.469772,11178.14,169.38,0,204.47
12,163803.66,120,63.9,72,55.2,23.81,0.97,0.032,38,4.07,578,3.09,1,7.470174,11238.21,169.53,0,203.96
12,164703.68,120,63.4,72,54.8,23.81,0.97,0.032,38,4.06,578,3.09,1,7.470713,11293.33,169.67,0,203.76
12,165603.7,120,62.9,71,54.3,23.81,0.97,0.032,38,4.05,578,3.05,1,7.471068,11342.73,169.79,0,203.77
12,166503.72,120,62.5,71,53.9,23.81,0.97,0.032,37.9,4.04,578,3.02,1,7.471358,11386.8,169.9,0,203.95
12,167403.74,120,62.1,71,53.5,23.81,0.97,0.032,37.9,4.04,578,3.02,1,7.471417,11426.21,170,0,204.26
12,168303.76,120,61.8,70,53.1,23.81,0.97,0.032,37.9,4.03,578,3.05,1,7.471293,11461.71,170.1,0,204.67
12,169203.78,120,61.4,70,52.8,23.81,0.97,0.033,37.9,4.03,578,3.07,1,7.471804,11493.93,170.19,0,205.16
12,170103.8,120,61.1,70,52.5,24,0.97,0.033,37.9,4.03,578,3.04,1,7.473313,11523.45,170.28,0,205.72
12,171003.82,120,60.8,69,52.2,24,0.97,0.033,37.9,4.03,578,3.01,1,7.473581,11550.73,170.37,0,206.21
12,171903.84,120,60.5,69,51.9,24,0.97,0.033,37.9,4.02,578,3,1,7.473719,11576.17,170.45,0,206.56
12,172803.86,120,60.3,69,51.6,24,0.97,0.033,37.9,4.02,578,3.03,1,7.473792,11600.09,170.53,0,206.85
12,173703.88,120,60,68,51.4,24,0.97,0.033,37.9,4.02,578,3.06,1,7.473833,11622.73,170.6,0,207.1
12,174603.9,120,59.7,68,51.1,24,0.97,0.033,37.8,4.02,578,3.04,1,7.47389,11644.32,170.67,0,207.32
12,175503.92,120,59.5,68,50.9,24,0.97,0.033,37.8,4.02,578,3.01,1,7.474118,11665.06,170.75,0,207.53
12,176403.94,120,59.3,68,50.7,24,0.971,0.033,37.8,4.02,578,2.99,1,7.475331,11685.12,170.81,0,207.73
12,177303.96,120,59.1,67,50.4,24,0.971,0.033,37.8,4.02,578,3.02,1,7.474799,11704.62,170.87,0,207.69
12,178203.98,120,58.9,67,50.2,24,0.971,0.033,37.8,4.02,579,3.06,1,7.474847,11723.68,170.94,0,207.66
12,179104,120,58.6,67,50,24,0.971,0.033,37.8,4.02,579,3.04,1,7.474916,11742.41,171,0,207.66
12,180004.02,120,58.5,67,49.8,24,0.971,0.033,37.8,4.02,579,3.01,1,7.475136,11760.91,171.07,0,207.67
12,180904.04,120,58.6,67,50,24,0.97,0.033,37.8,4.04,579,3,1,7.475452,11704.82,171.52,0,206.06
12,181804.06,120,59.3,68,50.5,24.19,0.971,0.033,37.8,4.1,579,3.07,1,7.481074,11561.24,172.75,0,208.14
12,182704.08,120,59,68,50.3,24.19,0.971,0.034,37.8,4.09,579,3.1,1,7.481426,11594.49,173.39,0,204.81
12,183604.1,120,58.4,67,49.7,24.19,0.971,0.034,37.8,4.06,579,3.07,1,7.482021,11690.95,173.75,0,203.89
12,184504.12,120,57.8,66,49.2,24.19,0.971,0.034,37.8,4.03,579,3.02,1,7.482168,11798.65,173.96,0,204.16
12,185404.14,120,57.2,66,48.6,24.19,0.971,0.034,37.8,4,579,2.97,1,7.482009,11899.05,174.12,0,204.89
12,186304.16,120,56.7,65,48.2,24.19,0.97,0.034,37.8,3.97,579,2.97,1,7.481662,11986.89,174.25,0,205.77
12,187204.18,120,56.2,64,47.8,24.39,0.971,0.034,37.8,3.95,579,2.98,1,7.474652,12062.03,174.41,0,206.66
12,188104.2,120,55.8,64,47.4,24.39,0.971,0.034,37.8,3.93,579,2.98,1,7.47239,12125.94,174.51,0,207.41
12,189004.22,120,55.5,64,47.1,24.39,0.972,0.033,37.7,3.91,579,2.94,1,7.469624,12180.57,174.61,0,208.13
12,189904.24,120,55.2,63,46.8,24.39,0.971,0.034,37.7,3.9,579,2.9,1,7.474527,12227.63,174.64,0,208.88
12,190804.26,120,55,63,46.6,24.39,0.971,0.033,37.7,3.89,579,2.9,1,7.467024,12268.54,174.73,0,209.62
12,191704.28,120,54.7,63,46.4,24.39,0.972,0.034,37.7,3.88,579,2.92,1,7.474204,12304.43,174.77,0,210.34
12,192604.3,120,54.5,63,46.2,24.59,0.971,0.034,37.7,3.87,579,2.94,1,7.474685,12336.22,174.81,0,211.03
12,193504.32,120,54.3,62,46,24.39,0.971,0.033,37.7,3.87,579,2.91,1,7.466092,12364.66,174.87,0,211.69
12,194404.34,120,54.2,62,45.9,24.59,0.972,0.034,37.7,3.86,579,2.88,1,7.473838,12390.34,174.91,0,212.33
12,195304.36,120,54,62,45.7,24.59,0.972,0.034,37.7,3.85,579,2.87,1,7.476389,12413.77,174.92,0,212.96
12,196204.38,120,53.9,62,45.6,24.59,0.971,0.034,37.7,3.85,579,2.89,1,7.473045,12435.33,174.96,0,213.56
12,197104.4,120,53.7,62,45.5,24.59,0.971,0.034,37.7,3.85,579,2.92,1,7.469437,12455.37,175.01,0,214.14
12,198004.42,120,53.6,62,45.3,24.59,0.972,0.034,37.7,3.84,579,2.89,1,7.479175,12474.16,175,0,214.68
12,198904.44,120,53.5,61,45.2,24.59,0.971,0.034,37.7,3.84,579,2.87,1,7.477812,12492,175.02,0,215.18
12,199804.46,120,53.4,61,45.1,24.59,0.971,0.034,37.7,3.84,579,2.85,1,7.477447,12509.04,175.05,0,215.63
12,200704.48,120,53.2,61,45,24.59,0.971,0.034,37.7,3.83,579,2.87,1,7.479212,12525.45,175.07,0,216.09
12,201604.5,120,53.1,61,44.9,24.59,0.971,0.034,37.7,3.83,579,2.91,1,7.47824,12541.37,175.1,0,216.52
12,202504.52,120,53.4,61,45.1,24.59,0.972,0.034,37.7,3.85,579,2.91,1,7.476456,12468.13,175.58,0,215.27
12,203404.54,120,54.1,62,45.7,24.59,0.972,0.034,37.7,3.91,579,2.93,1,7.478708,12304.86,176.81,0,217.58
12,204304.56,120,53.9,62,45.5,24.59,0.972,0.034,37.7,3.9,579,2.89,1,7.478218,12353.31,177.46,0,214.21
12,205204.58,120,53.3,61,45,24.59,0.972,0.034,37.7,3.86,579,2.89,1,7.476739,12470.63,177.81,0,213.59
12,206104.6,120,52.7,61,44.5,24.59,0.972,0.034,37.7,3.82,579,2.89,1,7.469943,12595.58,178.03,0,214.25
12,207004.62,120,52.2,60,44.1,24.79,0.973,0.034,37.7,3.78,579,2.86,1,7.470524,12707.88,178.18,0,215.31
12,207904.64,120,51.7,60,43.7,24.79,0.973,0.034,37.7,3.75,579,2.81,1,7.468199,12802.84,178.29,0,216.43
12,208804.66,120,51.4,59,43.4,24.79,0.974,0.034,37.7,3.73,579,2.77,1,7.467532,12881.3,178.36,0,217.53
12,209704.68,120,51.1,59,43.1,24.79,0.974,0.034,37.7,3.71,579,2.77,1,7.468523,12945.68,178.41,0,218.58
12,210604.7,120,50.8,58,42.9,24.79,0.974,0.034,37.7,3.7,579,2.79,1,7.469839,12998.52,178.44,0,219.58
12,211504.72,120,50.6,58,42.7,24.79,0.974,0.034,37.7,3.69,579,2.79,1,7.469709,13042.01,178.46,0,220.54
12,212404.74,120,50.5,58,42.6,24.79,0.973,0.034,37.7,3.68,579,2.76,1,7.467188,13077.98,178.48,0,221.45
12,213304.76,120,50.3,58,42.4,24.79,0.974,0.034,37.7,3.67,579,2.73,1,7.463695,13107.9,178.5,0,222.34
12,214204.78,120,50.2,58,42.3,24.79,0.974,0.034,37.7,3.66,579,2.73,1,7.461352,13132.93,178.52,0,223.19
12,215104.8,120,50.1,58,42.2,24.79,0.974,0.034,37.7,3.66,580,2.75,1,7.463515,13154,178.52,0,224
12,216004.82,120,50,58,42.1,24.79,0.974,0.034,37.7,3.65,580,2.77,1,7.465945,13171.87,178.51,0,224.77
12,216904.84,120,49.9,57,42.1,25,0.974,0.034,37.7,3.65,580,2.74,1,7.472243,13187.15,178.49,0,225.48
12,217804.86,120,49.8,57,42,25,0.974,0.034,37.7,3.64,580,2.72,1,7.466734,13200.38,178.49,0,226.18
12,218704.88,120,49.8,57,42,25,0.974,0.034,37.7,3.64,580,2.71,1,7.461319,13211.98,178.5,0,226.84
12,219604.9,120,49.7,57,41.9,24.79,0.974,0.034,37.7,3.64,580,2.73,1,7.470091,13222.29,178.46,0,227.47
12,220504.92,120,49.7,57,41.9,24.79,0.973,0.034,37.7,3.64,580,2.76,1,7.474882,13231.64,178.42,0,228.04
12,221404.94,120,49.6,57,41.8,24.79,0.973,0.034,37.7,3.64,580,2.74,1,7.468211,13240.23,178.42,0,228.57
12,222304.96,120,49.6,57,41.8,24.79,0.974,0.034,37.7,3.63,580,2.71,1,7.467845,13248.29,178.43,0,229.09
12,223204.98,120,49.5,57,41.7,24.79,0.973,0.034,37.7,3.63,580,2.7,1,7.475226,13255.99,178.4,0,229.59
12,224105,120,49.9,57,42,25,0.974,0.034,37.7,3.66,580,2.74,1,7.462506,13170.54,178.86,0,228.85
12,225005.02,120,50.2,58,42.3,25,0.974,0.034,37.7,3.68,580,2.8,1,7.464914,13090.99,179.59,0,229.57
12,225905.04,120,50,58,42.1,25,0.974,0.034,37.7,3.67,580,2.77,1,7.468351,13143.49,179.97,0,228.05
12,226805.06,120,49.6,57,41.8,25,0.974,0.035,37.7,3.64,580,2.72,1,7.471824,13231.64,180.19,0,228.12
12,227705.08,120,49.2,57,41.4,25,0.974,0.034,37.7,3.62,580,2.68,1,7.466549,13320.92,180.35,0,228.86
12,228605.1,120,48.9,56,41.2,25,0.974,0.034,37.7,3.59,580,2.69,1,7.466113,13400.28,180.46,0,229.8
12,229505.12,120,48.6,56,40.9,25,0.974,0.035,37.7,3.57,580,2.71,1,7.472156,13467.41,180.51,0,230.77
12,230405.14,120,48.4,56,40.8,25,0.974,0.034,37.7,3.56,580,2.69,1,7.464961,13523.03,180.58,0,231.71
12,231305.16,120,48.2,56,40.6,25,0.974,0.035,37.7,3.55,580,2.66,1,7.469075,13568.74,180.6,0,232.62
12,232205.18,120,48.1,55,40.5,25,0.974,0.035,37.7,3.54,580,2.63,1,7.468995,13606.16,180.61,0,233.52
12,233105.2,120,47.9,55,40.4,25,0.974,0.034,37.7,3.53,580,2.63,1,7.466248,13636.77,180.64,0,234.38
12,234005.22,120,47.8,55,40.3,25,0.974,0.035,37.7,3.52,580,2.66,1,7.471969,13661.78,180.62,0,235.21
12,234905.24,120,47.8,55,40.2,25,0.974,0.034,37.7,3.52,580,2.66,1,7.464971,13682.22,180.64,0,235.99
12,235805.26,120,47.7,55,40.1,25,0.974,0.035,37.7,3.51,580,2.64,1,7.472747,13698.91,180.61,0,236.73
12,236705.28,120,47.6,55,40.1,25,0.974,0.034,37.7,3.51,580,2.61,1,7.464304,13712.58,180.62,0,237.45
12,237605.3,120,47.6,55,40,25,0.974,0.035,37.7,3.51,580,2.61,1,7.472262,13723.8,180.58,0,238.14
12,238505.32,120,47.5,55,40,25.21,0.974,0.034,37.7,3.5,580,2.64,1,7.463975,13733.06,180.59,0,238.79
12,239405.34,120,47.5,55,40,25,0.974,0.035,37.7,3.5,580,2.66,1,7.473436,13740.75,180.55,0,239.4
12,240305.36,120,47.5,55,40,25.21,0.974,0.034,37.7,3.5,580,2.63,1,7.465325,13747.21,180.55,0,239.97
12,241205.38,120,47.5,55,39.9,25.21,0.974,0.035,37.7,3.5,580,2.61,1,7.473635,13752.74,180.5,0,240.51
12,242105.4,120,47.4,55,39.9,25,0.974,0.035,37.7,3.5,580,2.6,1,7.473291,13757.63,180.47,0,241
12,243005.42,120,47.4,55,39.9,25,0.973,0.035,37.7,3.5,580,2.63,1,7.469374,13762.01,180.45,0,241.47
12,243905.44,120,47.4,55,39.9,25,0.973,0.035,37.7,3.5,580,2.65,1,7.474754,13766.05,180.41,0,241.91
12,244805.46,120,47.4,55,39.9,25,0.974,0.035,37.7,3.49,580,2.63,1,7.478253,13769.91,180.39,0,242.31
12,245705.48,120,47.7,55,40.1,25.21,0.975,0.035,37.7,3.52,580,2.63,1,7.470204,13678.29,180.82,0,241.53
12,246605.5,120,48,55,40.4,25.21,0.974,0.035,37.7,3.54,580,2.63,1,7.468128,13597.9,181.52,0,242.15
12,247505.52,120,47.8,55,40.2,25.21,0.975,0.035,37.7,3.53,580,2.64,1,7.473668,13654.82,181.89,0,240.82
12,248405.54,120,47.4,55,39.9,25.21,0.974,0.035,37.7,3.5,580,2.66,1,7.467791,13746.06,182.14,0,240.94
12,249305.56,120,47.1,54,39.6,25.21,0.974,0.035,37.7,3.48,580,2.62,1,7.474542,13836.31,182.26,0,241.64
12,250205.58,120,46.8,54,39.4,25.21,0.975,0.035,37.7,3.46,580,2.59,1,7.474545,13915,182.37,0,242.51
13,0.02,58.82,80,92,66.3,15.71,0.978,0.029,37.1,4.19,950,2.91,0,7.432002,6996.4,159.5,1.09,7.68
13,900.04,58.82,80.2,92,66.3,15.63,0.978,0.03,37.2,4.22,950,2.94,0,7.446939,6954.17,159.79,1.05,7.82
13,1800.06,57.69,80.5,93,66.2,15.63,0.977,0.03,37.3,4.26,950,3.01,0,7.44462,6855.16,160.8,1.01,8.02
13,2700.08,56.6,80.6,93,66.1,15.71,0.977,0.03,37.4,4.28,950,3.09,0,7.445274,6791.45,161.44,0.98,8.25
13,3600.1,56.6,80.7,93,66.1,15.71,0.977,0.03,37.5,4.3,950,3.05,0,7.444846,6753.56,161.81,0.96,8.48
13,4500.12,55.56,80.6,94,65.9,15.71,0.977,0.03,37.6,4.27,950,3.11,0,7.442122,6731.11,162.03,0.93,8.71
13,5400.14,55.56,80.8,94,65.9,15.71,0.976,0.03,37.7,4.31,950,3.08,0,7.440459,6718.09,162.15,0.9,8.94
13,6300.16,55.56,80.8,94,65.9,15.79,0.976,0.03,37.8,4.31,950,3.11,0,7.441073,6711.2,162.19,0.88,9.16
13,7200.18,55.56,80.8,94,65.9,15.87,0.976,0.03,37.9,4.32,950,3.15,0,7.443312,6708.48,162.16,0.86,9.37
13,8100.2,55.56,81,94,66,16.04,0.976,0.03,37.9,4.34,950,3.13,0,7.449594,6675.18,162.44,0.83,9.56
13,9000.22,54.55,81.2,94,65.8,16.3,0.977,0.03,38,4.37,950,3.2,0,7.443059,6594.73,163.3,0.81,9.73
13,9900.24,53.57,81.2,95,65.5,16.48,0.976,0.03,38,4.38,950,3.23,0,7.443008,6551.37,163.74,0.78,9.93
13,10800.26,53.57,81.3,95,65.6,16.85,0.976,0.03,38.1,4.39,950,3.2,0,7.457063,6534,163.82,0.76,10.13
13,11700.28,53.57,81.3,95,65.6,17.34,0.976,0.03,38.2,4.4,950,3.24,0,7.448878,6532.78,163.93,0.74,10.33
13,12600.3,53.57,81.3,95,65.6,17.65,0.976,0.03,38.2,4.39,950,3.19,0,7.450915,6541.4,163.88,0.72,10.52
13,13500.32,53.57,81.2,95,65.6,18.18,0.976,0.03,38.2,4.38,950,3.22,0,7.448196,6556.11,163.85,0.7,10.72
13,14400.34,53.57,80.8,94,65.3,18.63,0.976,0.03,38.3,4.34,950,3.17,0,7.450372,6574.88,163.72,0.68,10.93
13,15300.36,54.55,81.2,94,65.8,19.11,0.975,0.03,38.3,4.37,950,3.15,0,7.450704,6596.12,163.6,0.67,11.15
13,16200.38,54.55,81.1,94,65.8,19.48,0.975,0.03,38.4,4.36,950,3.2,0,7.453414,6618.74,163.44,0.65,11.38
13,17100.4,54.55,81.3,95,66.1,19.87,0.975,0.03,38.4,4.31,950,3.19,0,7.454893,6641.94,163.32,0.63,11.63
13,18000.42,54.55,80.8,94,65.7,20.27,0.974,0.03,38.4,4.27,950,3.1,0,7.452472,6665.58,163.51,0.62,11.89
13,18900.44,55.56,80.9,94,65.9,20.55,0.974,0.03,38.4,4.33,950,3.1,0,7.453721,6689.24,163.31,0.6,12.16
13,19800.46,55.56,80.8,94,65.9,20.83,0.973,0.03,38.5,4.31,950,3.12,0,7.459305,6712.51,163.11,0.59,12.44
13,20700.48,55.56,80.4,93,65.6,21.13,0.973,0.03,38.5,4.28,950,3.1,0,7.457661,6735.37,163.44,0.57,12.73
13,21600.5,56.6,80.7,93,66.1,21.43,0.973,0.03,38.5,4.3,950,3.06,0,7.453543,6757.89,163.77,0.56,13.02
13,22500.52,56.6,80.7,93,66.1,21.58,0.972,0.03,38.5,4.29,950,3.1,0,7.453307,6779.92,163.58,0.54,13.7
13,23400.54,56.6,80.6,93,66,21.74,0.972,0.03,38.5,4.28,950,3.01,0,7.460123,6801.25,163.2,0.53,15.94
13,24300.56,56.6,80.3,93,66,21.9,0.972,0.03,38.6,4.23,950,3,0,7.464479,6822.14,162.73,0.52,20.82
13,25200.58,57.69,80.5,93,66.2,22.06,0.972,0.03,38.6,4.27,950,3.06,0,7.468882,6843.02,162.28,0.51,26.11
13,26100.6,57.69,80.4,93,66.2,22.06,0.971,0.03,38.6,4.25,950,3.02,0,7.470832,6865.72,162.15,0.5,33.49
13,27000.62,57.69,80.3,93,66.2,22.22,0.971,0.03,38.6,4.24,950,2.98,0,7.47281,6890.29,162.03,0.49,41.37
13,27900.64,58.82,80.5,93,66.5,22.22,0.971,0.03,38.6,4.25,950,2.97,0,7.472329,6915.09,161.94,0.48,50.09
13,28800.66,58.82,80.2,92,66.3,22.39,0.971,0.03,38.6,4.22,950,2.94,0,7.473306,6939.63,161.85,0.47,58.72
13,29700.68,58.82,80.2,92,66.3,22.56,0.971,0.03,38.7,4.22,950,2.99,0,7.475721,6946.91,161.93,0.46,67.05
13,30600.7,58.82,80.3,92,66.3,22.56,0.971,0.03,38.7,4.23,950,2.93,0,7.474657,6932.34,162.26,0.44,74.72
13,31500.72,58.82,80.3,92,66.3,22.73,0.971,0.031,38.7,4.23,950,2.98,0,7.475727,6929.58,162.47,0.43,81.09
13,32400.74,58.82,80.3,92,66.3,22.73,0.971,0.031,38.7,4.23,950,2.96,0,7.475091,6932.7,162.64,0.41,86.51
13,33300.76,58.82,80.2,92,66.3,22.9,0.971,0.031,38.7,4.22,950,2.94,0,7.476714,6941.78,162.74,0.4,91.75
13,34200.78,58.82,80.2,92,66.3,22.9,0.971,0.031,38.7,4.22,950,2.99,0,7.476533,6955.5,162.8,0.4,97.07
13,35100.8,58.82,80.1,92,66.3,22.9,0.971,0.031,38.7,4.21,950,2.91,0,7.476391,6972.3,162.83,0.39,102.32
13,36000.82,58.82,80.1,92,66.3,23.08,0.971,0.031,38.7,4.2,950,2.94,0,7.477151,6991.23,162.85,0.38,107.51
13,36900.84,60,80.3,92,66.6,23.08,0.97,0.031,38.7,4.21,950,2.89,0,7.476909,7011.82,162.85,0.37,112.55
13,37800.86,60,80,92,66.4,23.08,0.97,0.031,38.8,4.19,950,2.89,0,7.476649,7033.64,162.85,0.36,117.44
13,38700.88,60,79.9,92,66.4,23.26,0.971,0.031,38.8,4.17,950,2.93,0,7.478356,7056,162.84,0.35,122.34
13,39600.9,60,79.8,92,66.4,23.26,0.97,0.031,38.8,4.16,950,2.85,0,7.477759,7078.54,162.82,0.34,127.19
13,40500.92,61.22,79.6,91,66,23.26,0.97,0.031,38.8,4.21,950,2.84,0,7.477524,7100.98,162.81,0.33,131.69
13,41400.94,61.22,79.7,91,66.5,23.26,0.97,0.031,38.8,4.15,950,2.87,0,7.477138,7124.19,162.8,0.32,136.32
13,42300.96,61.22,79.7,91,66.5,23.26,0.97,0.031,38.8,4.14,950,2.86,0,7.476946,7147.22,162.79,0.32,140.94
13,43200.98,61.22,79.6,91,66.5,23.44,0.97,0.031,38.8,4.13,950,2.85,0,7.479112,7170.01,162.77,0.31,145.42
13,44101,61.22,79.3,91,66.3,23.44,0.97,0.031,38.8,4.1,950,2.85,0,7.478128,7192.56,162.76,0.3,149.74
13,45001.02,62.5,79.5,91,66.5,23.44,0.97,0.031,38.8,4.14,950,2.78,0,7.477953,7214.41,162.76,0.29,153.12
13,45901.04,62.5,79.4,91,66.6,23.44,0.97,0.031,38.8,4.1,950,2.77,0,7.477864,7236.4,162.76,0.28,155.86
13,46801.06,62.5,79.3,90,66.6,23.44,0.97,0.031,38.9,4.09,950,2.79,0,7.477622,7259.02,162.78,0.28,160.14
13,47701.08,62.5,79.2,90,66.5,23.44,0.97,0.031,38.9,4.08,950,2.77,0,7.477818,7284.93,162.72,0.27,165.21
13,48601.1,63.83,79.4,90,66.9,23.44,0.97,0.031,38.9,4.1,950,2.72,0,7.477827,7312.85,162.67,0.26,170.03
13,49501.12,63.83,79.1,90,66.7,23.44,0.97,0.031,38.9,4.06,950,2.72,0,7.477794,7340.9,162.63,0.26,173.56
13,50401.14,63.83,79,90,66.6,23.62,0.97,0.031,38.9,4.05,950,2.74,0,7.479351,7368.24,162.6,0.25,177.28
13,51301.16,63.83,79,90,66.7,23.62,0.97,0.031,38.9,4.04,950,2.69,0,7.480528,7375.03,162.73,0.24,177.5
13,52201.18,63.83,79.1,90,66.7,23.62,0.97,0.031,38.9,4.04,950,2.75,0,7.479635,7352.02,163.24,0.23,178.38
13,53101.2,63.83,79.2,90,66.7,23.62,0.97,0.031,38.9,4.04,950,2.7,0,7.47945,7345.3,163.71,0.23,179.98
13,54001.22,63.83,79.2,90,66.7,23.62,0.97,0.031,38.9,4.04,950,2.75,0,7.479422,7349.88,163.98,0.22,182.17
13,54901.24,63.83,79.1,90,66.7,23.62,0.97,0.031,38.9,4.03,950,2.69,0,7.479493,7361.98,164.16,0.22,184.64
13,55801.26,63.83,79.1,90,66.7,23.81,0.97,0.031,38.9,4.03,950,2.74,0,7.481716,7379.19,164.26,0.21,187.23
13,56701.28,63.83,79,90,66.7,23.81,0.97,0.031,38.9,4.02,950,2.67,0,7.47907,7399.82,164.35,0.21,189.83
13,57601.3,63.83,78.9,90,66.6,23.81,0.97,0.031,38.9,4.01,950,2.72,0,7.481126,7422.75,164.37,0.2,192.48
13,58501.32,65.22,78.9,89,66.7,23.81,0.97,0.031,39,4.03,950,2.65,0,7.481012,7447.45,164.4,0.19,194.99
13,59401.34,65.22,78.8,89,66.8,23.81,0.97,0.031,39,3.99,950,2.64,0,7.480995,7473.28,164.43,0.19,197.41
13,60301.36,65.22,78.7,89,66.7,23.81,0.97,0.031,39,3.98,950,2.66,0,7.480891,7499.47,164.46,0.18,199.88
13,61201.38,65.22,78.6,89,66.7,23.81,0.97,0.031,39,3.97,950,2.62,0,7.480843,7525.66,164.49,0.18,202.4
13,62101.4,66.67,78.4,89,66.4,23.81,0.97,0.031,39,4.02,950,2.62,0,7.480754,7551.86,164.5,0.18,204.82
13,63001.42,66.67,78.5,89,66.8,23.81,0.97,0.031,39,3.95,950,2.63,0,7.480673,7578.18,164.51,0.17,207.09
13,63901.44,66.67,78.4,89,66.8,23.81,0.97,0.031,39,3.94,950,2.62,0,7.480642,7604.2,164.53,0.17,209.42
13,64801.46,66.67,78.4,89,66.8,23.81,0.97,0.031,39,3.93,950,2.57,1,7.480625,7629.73,164.55,0.16,211.75
13,65701.48,66.67,78.3,88,66.7,23.81,0.969,0.031,39,3.92,950,2.58,1,7.480607,7654.82,164.56,0.16,214.06
13,66601.5,68.18,78.4,88,67,23.81,0.969,0.031,39,3.93,950,2.55,1,7.480525,7679.8,164.57,0.15,216.24
13,67501.52,68.18,78.2,88,66.9,23.81,0.969,0.031,39,3.91,950,2.56,1,7.479908,7704.75,164.59,0.15,218.24
13,68401.54,68.18,78.1,88,66.8,23.81,0.969,0.031,39,3.9,950,2.55,1,7.47948,7729.2,164.59,0.15,220.32
13,69301.56,68.18,78,88,66.8,24,0.97,0.031,39,3.89,950,2.54,1,7.483122,7753.18,164.5,0.14,222.35
13,70201.58,68.18,77.9,88,66.8,24,0.97,0.031,39.1,3.87,950,2.53,1,7.483586,7776.74,164.43,0.14,224.17
13,71101.6,68.18,77.6,87,66.5,24,0.97,0.031,39.1,3.84,950,2.49,1,7.481685,7800.12,164.46,0.14,225.92
13,72001.62,69.77,77.9,87,66.9,24,0.97,0.031,39.1,3.86,950,2.52,1,7.482741,7823.62,164.4,0.13,227.48
13,72901.64,69.77,77.9,87,66.9,24,0.969,0.031,39.1,3.86,950,2.49,1,7.483608,7826.32,164.6,0.13,226.84
13,73801.66,68.18,78,88,66.8,24,0.969,0.031,39.1,3.87,950,2.55,1,7.485,7776.52,165.33,0.13,227.5
13,74701.68,68.18,78.1,88,66.8,24,0.969,0.031,39.1,3.88,950,2.56,1,7.485366,7757.68,165.84,0.12,229.06
13,75601.7,68.18,78,88,66.8,24,0.969,0.031,39.1,3.87,950,2.55,1,7.485609,7761.04,166.15,0.12,230.97
13,76501.72,68.18,78,88,66.8,24,0.969,0.031,39.1,3.87,950,2.54,1,7.485768,7777.82,166.32,0.12,233.05
